excluida;linha;ID.SENTENÇA;SENTENÇA;ARG1;REL;ARG2;AVALIADOR.3;AVALIADOR.2;AVALIADOR.1;VOTO.COERENTE;VOTO.INCOERENTE;COERENCIA.FINAL;dptOIE;stanford;orange;mquni;lys;sistemas;COERÊNCIA
;332;27;en a partida de a fase final a equipe que tiver obtido a melhor campanha en a somatória de todas as fases anteriores , en o caso o Internacional , realizará a partida en a condição de mandante . ;a equipe ; realizará;a partida en a partida de a fase final , en o caso ;0;0;0;0;3;0;0;0;1;0;0;orange;0
;333;27;en a partida de a fase final a equipe que tiver obtido a melhor campanha en a somatória de todas as fases anteriores , en o caso o Internacional , realizará a partida en a condição de mandante . ;a equipe ; realizará;a partida en a partida de a fase final caso o Internacional ;0;0;0;0;3;0;0;0;0;0;1;lys;0
;334;27;en a partida de a fase final a equipe que tiver obtido a melhor campanha en a somatória de todas as fases anteriores , en o caso o Internacional , realizará a partida en a condição de mandante . ;a equipe ; tiver;obtido ;0;0;0;0;3;0;1;0;0;0;0;dptoie;0
;335;27;en a partida de a fase final a equipe que tiver obtido a melhor campanha en a somatória de todas as fases anteriores , en o caso o Internacional , realizará a partida en a condição de mandante . ;a equipe ; tiver;obtido a melhor campanha ;0;1;0;1;2;0;1;0;1;0;1;orange, lys, dptoie;0
;336;27;en a partida de a fase final a equipe que tiver obtido a melhor campanha en a somatória de todas as fases anteriores , en o caso o Internacional , realizará a partida en a condição de mandante . ;a equipe ; tiver;obtido a melhor campanha en a somatória de todas as fases anteriores ;0;1;0;1;2;0;1;0;1;1;1;orange, mquni, lys, dptoie;0
;337;27;en a partida de a fase final a equipe que tiver obtido a melhor campanha en a somatória de todas as fases anteriores , en o caso o Internacional , realizará a partida en a condição de mandante . ;a equipe ; tiver;obtido a melhor campanha en a somatória de todas as fases anteriores , en o caso ;0;1;0;1;2;0;0;0;0;1;0;mquni;0
;338;27;en a partida de a fase final a equipe que tiver obtido a melhor campanha en a somatória de todas as fases anteriores , en o caso o Internacional , realizará a partida en a condição de mandante . ;a equipe ; tiver;obtido a melhor campanha en a somatória de todas as fases anteriores , en o caso o Internacional ;0;1;0;1;2;0;1;0;0;1;0;mquni, dptoie;0
;339;27;en a partida de a fase final a equipe que tiver obtido a melhor campanha en a somatória de todas as fases anteriores , en o caso o Internacional , realizará a partida en a condição de mandante . ;a equipe ; tiver obtido;a melhor campanha ;0;1;0;1;2;0;0;1;0;0;0;stanford;0
;340;27;en a partida de a fase final a equipe que tiver obtido a melhor campanha en a somatória de todas as fases anteriores , en o caso o Internacional , realizará a partida en a condição de mandante . ;a equipe ; tiver obtido;a melhor campanha en a somatória de todas as fases anteriores ;0;1;0;1;2;0;0;1;0;0;0;stanford;0
;341;27;en a partida de a fase final a equipe que tiver obtido a melhor campanha en a somatória de todas as fases anteriores , en o caso o Internacional , realizará a partida en a condição de mandante . ;a equipe ; tiver obtido;a melhor campanha en a somatória de todas as fases anteriores , en o caso o Internacional ;0;1;0;1;2;0;0;1;0;0;0;stanford;0
;342;27;en a partida de a fase final a equipe que tiver obtido a melhor campanha en a somatória de todas as fases anteriores , en o caso o Internacional , realizará a partida en a condição de mandante . ;en o caso ; é;o Internacional ;0;0;0;0;3;0;1;1;0;0;0;stanford, dptoie;0
;343;28;Thomasomys laniger é uma espécie de roedor de a família Cricetidae . ;a família ; é;Cricetidae ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;344;28;Thomasomys laniger é uma espécie de roedor de a família Cricetidae . ;Thomasomys laniger ; é;uma espécie de roedor ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;345;28;Thomasomys laniger é uma espécie de roedor de a família Cricetidae . ;Thomasomys laniger ; é uma espécie;de a família Cricetidae ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;346;28;Thomasomys laniger é uma espécie de roedor de a família Cricetidae . ;Thomasomys laniger ; é uma espécie;de roedor ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;347;28;Thomasomys laniger é uma espécie de roedor de a família Cricetidae . ;Thomasomys laniger ; é uma espécie;de roedor de a família Cricetidae ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;348;29;Sillis ( asteróide 21627 ) é um asteróide de a cintura principal , a 2,032963 UA . ;Sillis ; é;um asteróide de a cintura principal ;0;1;1;2;1;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;349;29;Sillis ( asteróide 21627 ) é um asteróide de a cintura principal , a 2,032963 UA . ;Sillis ; é um asteróide;a 2,032963 UA ;0;1;1;2;1;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;350;29;Sillis ( asteróide 21627 ) é um asteróide de a cintura principal , a 2,032963 UA . ;Sillis ; é um asteróide;de a cintura principal ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;351;29;Sillis ( asteróide 21627 ) é um asteróide de a cintura principal , a 2,032963 UA . ;Sillis ; é um asteróide;de a cintura principal , a 2,032963 UA ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;352;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;a banda ; é;Guns ;0;0;1;1;2;0;0;0;0;0;1;lys;1
;353;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;a banda ; é;Guns ' N Roses ;1;1;1;3;0;1;0;1;0;1;0;stanford, mquni;1
;354;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;a banda ; é;Guns N ;0;0;0;0;3;0;0;0;1;0;0;orange;0
;355;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;a banda ; é;Testament ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;356;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; ( nascido;em 5 de Fevereiro de 1964 ;0;1;0;1;2;0;0;1;0;0;1;stanford, lys;0
;357;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; ( nascido;em 5 de Fevereiro de 1964 em New Rochelle ;0;1;0;1;2;0;0;0;0;0;1;lys;0
;358;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; ( nascido;em 5 de Fevereiro de 1964 em New Rochelle ) ;0;1;0;1;2;0;0;0;0;0;1;lys;0
;359;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; ( nascido;em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ;0;1;0;1;2;0;0;1;0;0;0;stanford;0
;360;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; ( nascido;em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) ;0;1;0;1;2;0;0;1;0;0;0;stanford;0
;361;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; ( nascido;em New Rochelle ;0;1;0;1;2;0;0;0;0;0;1;lys;0
;362;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; ( nascido;em New Rochelle , Nova Iorque , EUA ;0;1;0;1;2;0;0;1;0;0;0;stanford;0
;363;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; é;conhecido por ter trabalhado com Axl Rose e com Chuck Billy de a banda Testament ;1;1;1;3;0;1;0;1;0;0;0;stanford;1
;364;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; é;conhecido por ter trabalhado de a banda Guns ' N Roses ;1;0;0;1;2;0;0;1;0;0;0;stanford;0
;365;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; é;conhecido por ter trabalhado en o álbum The Ritual ;1;1;1;3;0;1;0;1;0;0;0;stanford;1
;366;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; é;e jornalista conhecido ;0;0;0;0;3;0;0;0;0;0;1;lys;0
;367;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; é;e jornalista conhecido en o álbum The Ritual ;0;0;0;0;3;0;1;0;0;0;0;dptoie;0
;368;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; é;e jornalista conhecido por ter trabalhado com Axl Rose ;0;0;0;0;3;0;0;1;0;0;0;stanford;0
;369;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; é;e jornalista conhecido por ter trabalhado com Axl Rose de a banda com Chuck Billy ;0;0;0;0;3;0;1;0;0;0;0;dptoie;0
;370;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; é;e jornalista conhecido por ter trabalhado com Axl Rose de a banda de a banda Testament ;0;0;0;0;3;0;1;0;0;0;0;dptoie;0
;371;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; é;e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses ;0;0;0;0;3;0;1;0;0;0;0;dptoie;0
;372;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; é;e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy ;0;0;0;0;3;0;1;0;0;0;0;dptoie;0
;373;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; é;e jornalista conhecido por ter trabalhado com Chuck Billy de a banda Testament ;0;0;0;0;3;0;0;1;0;0;0;stanford;0
;374;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; é;EUA ;0;0;0;0;3;0;0;0;0;0;1;lys;0
;375;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; é;jornalista ;1;1;1;3;0;1;0;1;0;0;0;stanford;1
;376;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; é;jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual ;1;1;0;2;1;1;1;0;0;0;0;dptoie;0
;377;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; é;Nova Iorque ;0;0;0;0;3;0;0;0;0;0;1;lys;0
;378;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; é;por ter trabalhado com Axl Rose de a banda Guns ;0;0;0;0;3;0;0;0;0;0;1;lys;0
;379;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; é;por ter trabalhado com Axl Rose de a banda N ;0;0;0;0;3;0;0;0;0;0;1;lys;0
;380;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; é;por ter trabalhado com Chuck Billy de a banda Testament ;0;0;0;0;3;0;0;0;0;0;1;lys;0
;381;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; é;por ter trabalhado en o álbum ;0;0;0;0;3;0;0;0;0;0;1;lys;0
;382;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; é;um escritor ;1;1;1;3;0;1;1;1;0;0;1;stanford, lys, dptoie;1
;383;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; é;um escritor e jornalista conhecido ;1;1;1;3;0;1;0;0;0;0;1;lys;1
;384;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; é;um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns ;0;0;1;1;2;0;0;0;0;0;1;lys;1
;385;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; é;um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ;0;0;0;0;3;0;0;0;0;0;1;lys;0
;386;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; é;um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy ;1;1;1;3;0;1;1;0;0;0;0;dptoie;1
;387;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; é;um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament ;1;1;1;3;0;1;1;0;0;0;0;dptoie;1
;388;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; é;um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual ;1;1;1;3;0;1;1;0;0;0;0;dptoie;1
;389;30;Del james ( nascido em 5 de Fevereiro de 1964 em New Rochelle , Nova Iorque , EUA ) é um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N ' Roses e com Chuck Billy de a banda Testament en o álbum The Ritual . ;Del james ; é;um escritor e jornalista conhecido por ter trabalhado com Axl Rose de a banda Guns N com Chuck Billy de a banda Testament ;0;0;0;0;3;0;0;0;0;0;1;lys;0
